,Fiyat,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Durumu,Tapu Durumu,Eşya Durumu,Site İçerisinde,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yatırıma Uygunluk,Banyo Sayısı,Balkon Sayısı,WC Sayısı,Sehir,Ilce,Mahalle
26434,2950000,4,3,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,115,11-15,4,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Yakacık Yeni Mahallesi
26435,3110000,3,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,100,4,4,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Gümüşpınar Mahallesi
26436,4500000,5,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,140,3,5,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Yakacık Yeni Mahallesi
26437,3550000,4,9,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,120,5-10,10,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Gümüşpınar Mahallesi
26438,3900000,5,11,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,120,0 (Yeni),11,Boş,Yatırıma Uygun,1,2.0,1.0,İstanbul,Kartal,Yakacık Yeni Mahallesi
26439,2500000,4,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,120,21 Ve Üzeri,5,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Gümüşpınar Mahallesi
26440,3995000,3,5,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,100,11-15,8,Kiracı Oturuyor,,1,,1.0,İstanbul,Kartal,Gümüşpınar Mahallesi
26441,1450000,3,0,Kombi Doğalgaz,Krediye Uygun Değil,,Arsa Tapulu,Eşyalı,Hayır,85,21 Ve Üzeri,5,Boş,,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26442,4500000,4,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,115,0 (Yeni),5,Boş,,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26443,4350000,4,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,115,0 (Yeni),5,Boş,,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26444,4650000,4,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,120,0 (Yeni),5,Boş,,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26445,6300000,4,6,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,115,0 (Yeni),7,Boş,,2,,,İstanbul,Kartal,Atalar Mahallesi
26446,5500000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,110,0 (Yeni),5,Boş,,2,,,İstanbul,Kartal,Orhantepe Mahallesi
26447,6500000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,120,0 (Yeni),5,Boş,,2,,,İstanbul,Kartal,Orhantepe Mahallesi
26448,3950000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,2,5,Boş,,1,,,İstanbul,Kartal,Karlıktepe Mahallesi
26449,2300000,3,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,0 (Yeni),6,Boş,,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26450,5500000,5,9,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,180,3,9,Boş,,2,,,İstanbul,Kartal,Karlıktepe Mahallesi
26451,3800000,3,8,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,85,0 (Yeni),10,Boş,,2,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26452,4200000,4,10,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,100,0 (Yeni),10,Boş,,2,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26453,3000000,4,7,Kombi Doğalgaz,Krediye Uygun Değil,,,,Hayır,155,21 Ve Üzeri,7,Boş,,1,,,İstanbul,Kartal,Atalar Mahallesi
26454,2350000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,100,21 Ve Üzeri,11,Mülk Sahibi Oturuyor,,1,,,İstanbul,Kartal,Uğur Mumcu Mahallesi
26455,3000000,3,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,105,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,1,,,İstanbul,Kartal,Karlıktepe Mahallesi
26456,3995000,5,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,170,11-15,5,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26457,1930000,2,3,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,55,5-10,30,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Yalı Mahallesi
26459,7250000,4,4,Merkezi (Pay Ölçer),Krediye Uygun Değil,,,Boş,Evet,150,1,10,Kiracı Oturuyor,,2,,,İstanbul,Kartal,Yakacık Çarşı Mahallesi
26461,4750000,5,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,155,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Cevizli Mahallesi
26462,3200000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,0 (Yeni),5,Boş,,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26463,7130000,5,14,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,160,4,15,Boş,,2,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26464,7130000,5,14,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,160,4,15,Boş,,2,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26465,3950000,3,8,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,120,4,15,Boş,,2,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26466,3750000,3,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,100,0 (Yeni),7,Boş,,2,,,İstanbul,Kartal,Karlıktepe Mahallesi
26467,6000000,5,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,230,0 (Yeni),6,Boş,,3,,,İstanbul,Kartal,Esentepe Mahallesi
26468,2750000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,95,11-15,4,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Gümüşpınar Mahallesi
26469,5050000,3,8,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,123,2,17,Kiracı Oturuyor,,2,,,İstanbul,Kartal,Cevizli Mahallesi
26470,3250000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,80,0 (Yeni),4,Boş,,1,,,İstanbul,Kartal,Esentepe Mahallesi
26471,2900000,3,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,100,5-10,4,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26472,2300000,4,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,155,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26473,2350000,4,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,155,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26474,2725000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,90,11-15,5,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26475,3950000,4,2,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,120,0 (Yeni),6,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26476,3950000,6,6,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,200,5-10,6,Kiracı Oturuyor,Yatırıma Uygun,2,,2.0,İstanbul,Kartal,Hürriyet Mahallesi
26478,6900000,4,4,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Evet,130,0 (Yeni),8,Boş,Yatırıma Uygun,2,,2.0,İstanbul,Kartal,Petroliş Mahallesi
26479,3000000,2,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,,Hayır,70,0 (Yeni),8,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Petroliş Mahallesi
26480,3910000,3,11,Merkezi Doğalgaz,Krediye Uygun,Yapım Aşamasında,Kat Mülkiyeti,Boş,Hayır,94,0 (Yeni),13,Boş,Yatırıma Uygun,2,1.0,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26481,3715000,3,8,Merkezi Doğalgaz,Krediye Uygun,Yapım Aşamasında,Kat Mülkiyeti,Boş,Hayır,94,0 (Yeni),13,Boş,Yatırıma Uygun,2,1.0,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26482,3615000,3,7,Merkezi Doğalgaz,Krediye Uygun,Yapım Aşamasında,Kat Mülkiyeti,Boş,Evet,94,0 (Yeni),13,Boş,Yatırıma Uygun,2,1.0,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26483,3580000,3,6,Merkezi Doğalgaz,Krediye Uygun,Yapım Aşamasında,Kat Mülkiyeti,Boş,Evet,94,0 (Yeni),13,Boş,Yatırıma Uygun,2,1.0,2.0,İstanbul,Kartal,Hürriyet Mahallesi
26484,3375000,3,4,Merkezi Doğalgaz,Krediye Uygun,Yapım Aşamasında,Kat Mülkiyeti,Boş,Hayır,94,0 (Yeni),13,Boş,Yatırıma Uygun,2,,2.0,İstanbul,Kartal,Hürriyet Mahallesi
26485,2900000,3,1,Merkezi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,,Evet,94,0 (Yeni),13,Boş,Yatırıma Uygun,2,,2.0,İstanbul,Kartal,Hürriyet Mahallesi
26486,2800000,3,0,Merkezi Doğalgaz,Krediye Uygun,Yapım Aşamasında,Kat Mülkiyeti,,Evet,95,0 (Yeni),13,Boş,Yatırıma Uygun,2,1.0,2.0,İstanbul,Kartal,Hürriyet Mahallesi
26487,2940000,3,5,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,95,4,7,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26488,5500000,6,8,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,180,5-10,9,Boş,,2,,,İstanbul,Kartal,Atalar Mahallesi
26489,4800000,4,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,130,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,,1,,,İstanbul,Kartal,Orhantepe Mahallesi
26490,2950000,3,1,Kombi Doğalgaz,Krediye Uygun,,Kat İrtifakı,Boş,Hayır,74,0 (Yeni),4,Boş,Yatırıma Uygun,1,,2.0,İstanbul,Kartal,Soğanlık Yeni Mahallesi
26491,4000000,4,-2,Merkezi Doğalgaz,Krediye Uygun,İkinci El,Müstakil Tapulu,Boş,Hayır,90,5-10,8,Mülk Sahibi Oturuyor,,2,1.0,2.0,İstanbul,Kartal,Hürriyet Mahallesi
26492,4000000,4,1,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,Boş,Hayır,115,4,8,Mülk Sahibi Oturuyor,Yatırıma Uygun,2,,,İstanbul,Kartal,Hürriyet Mahallesi
26493,6050000,3,30,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,102,3,30,Boş,,2,,,İstanbul,Kartal,Esentepe Mahallesi
26494,4250000,4,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,120,11-15,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,2,,2.0,İstanbul,Kartal,Çavuşoğlu Mahallesi
26495,2950000,2,6,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,77,5-10,26,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26496,2850000,3,8,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,105,21 Ve Üzeri,9,Mülk Sahibi Oturuyor,,1,,,İstanbul,Kartal,Uğur Mumcu Mahallesi
26497,3900000,4,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,130,3,6,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26499,3900000,4,5,Kombi Doğalgaz,Krediye Uygun Değil,,Arsa Tapulu,Boş,Hayır,150,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,2,,,İstanbul,Kartal,Gümüşpınar Mahallesi
26500,2850000,2,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,67,0 (Yeni),8,Boş,,2,,,İstanbul,Kartal,Petroliş Mahallesi
26501,3000000,4,2,Kombi Doğalgaz,Krediye Uygun Değil,,Arsa Tapulu,Boş,Hayır,115,21 Ve Üzeri,6,Boş,,1,,,İstanbul,Kartal,Atalar Mahallesi
26502,5500000,3,4,Yerden Isıtma,Krediye Uygun,Sıfır,Kat İrtifakı,,Hayır,105,0 (Yeni),7,Boş,Yatırıma Uygun,1,1.0,,İstanbul,Kartal,Kordonboyu Mahallesi
26503,2900000,4,1,Kombi Doğalgaz,,,,,Hayır,125,16-20,20,Kiracı Oturuyor,Yatırıma Uygun,1,,,İstanbul,Kartal,Orhantepe Mahallesi
26504,2550000,1,15,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,Kat Mülkiyeti,Eşyalı,Hayır,50,5-10,25,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Cevizli Mahallesi
26505,6475000,3,30,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,109,4,30,Boş,,2,,,İstanbul,Kartal,Esentepe Mahallesi
26506,3700000,1,26,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,42,4,30,Boş,,1,,,İstanbul,Kartal,Kordonboyu Mahallesi
26507,4550000,3,2,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,100,5-10,6,Kiracı Oturuyor,,2,2.0,,İstanbul,Kartal,Petroliş Mahallesi
26508,3000000,2,3,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,77,5-10,6,Boş,,1,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26509,4250000,4,2,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,135,11-15,9,Mülk Sahibi Oturuyor,,1,,,İstanbul,Kartal,Uğur Mumcu Mahallesi
26510,4650000,4,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,115,4,5,Boş,,1,,2.0,İstanbul,Kartal,Yunus Mahallesi
26511,2450000,4,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,120,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,,1,,,İstanbul,Kartal,Cevizli Mahallesi
26513,2250000,1,5,Merkezi (Pay Ölçer),Krediye Uygun,,,Eşyalı,Evet,55,5-10,30,Boş,,5,,,İstanbul,Kartal,Yalı Mahallesi
26514,7100000,3,5,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,130,5-10,30,Boş,,1,,,İstanbul,Kartal,Yalı Mahallesi
26515,1890000,4,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Evet,100,16-20,12,Boş,Yatırıma Uygun,1,1.0,2.0,İstanbul,Kartal,Hürriyet Mahallesi
26516,3200000,3,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,85,0 (Yeni),4,Boş,,1,,,İstanbul,Kartal,Karlıktepe Mahallesi
26517,3550000,4,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,105,11-15,6,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Karlıktepe Mahallesi
26519,3150000,3,1,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,Boş,Hayır,80,21 Ve Üzeri,5,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Cevizli Mahallesi
26520,3000000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,110,3,6,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26521,2970000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,95,11-15,5,Boş,,1,,,İstanbul,Kartal,Petroliş Mahallesi
26522,7400000,6,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,165,0 (Yeni),5,Boş,,2,,,İstanbul,Kartal,Petroliş Mahallesi
26523,5300000,6,7,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,175,5-10,7,Boş,,2,,,İstanbul,Kartal,Atalar Mahallesi
26524,3150000,2,17,Merkezi Doğalgaz,Krediye Uygun Değil,,,Boş,Evet,55,0 (Yeni),18,Boş,,1,,,İstanbul,Kartal,Gümüşpınar Mahallesi
26525,2100000,3,3,Isıtma Yok,Krediye Uygun,,,Boş,Hayır,100,21 Ve Üzeri,4,Boş,,1,,,İstanbul,Kartal,Yukarı Mahallesi
26526,6300000,4,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,130,5-10,9,Kiracı Oturuyor,,2,,,İstanbul,Kartal,Çavuşoğlu Mahallesi
26527,3500000,3,4,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,87,0 (Yeni),14,Boş,,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26528,3950000,4,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,120,5-10,4,Boş,,1,,,İstanbul,Kartal,Karlıktepe Mahallesi
26529,7650000,4,7,Yerden Isıtma,Krediye Uygun,,,Boş,Evet,90,0 (Yeni),17,Boş,,1,,,İstanbul,Kartal,Orhantepe Mahallesi
26531,2990000,2,9,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,75,3,17,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Cevizli Mahallesi
26532,3150000,2,9,Merkezi (Pay Ölçer),Krediye Uygun,,,Eşyalı,Hayır,86,5-10,16,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Petroliş Mahallesi
26534,2450000,4,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,145,21 Ve Üzeri,6,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Petroliş Mahallesi
26536,4295000,3,1,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,107,5-10,16,Mülk Sahibi Oturuyor,,2,,,İstanbul,Kartal,Petroliş Mahallesi
26537,4395000,3,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,95,4,6,Mülk Sahibi Oturuyor,,1,,,İstanbul,Kartal,Petroliş Mahallesi
26538,4300000,3,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,95,0 (Yeni),5,Boş,,1,,,İstanbul,Kartal,Soğanlık Yeni Mahallesi
26539,3450000,4,3,Kombi Doğalgaz,Krediye Uygun Değil,,Arsa Tapulu,Boş,Hayır,130,21 Ve Üzeri,9,Mülk Sahibi Oturuyor,,1,,,İstanbul,Kartal,Çavuşoğlu Mahallesi
26540,6400000,3,7,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,95,0 (Yeni),18,Boş,,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26541,4500000,4,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,110,11-15,6,Mülk Sahibi Oturuyor,,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26542,6750000,5,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,170,5-10,4,Mülk Sahibi Oturuyor,,2,,,İstanbul,Kartal,Soğanlık Yeni Mahallesi
26543,1750000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,100,21 Ve Üzeri,4,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Uğur Mumcu Mahallesi
26544,4060000,3,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,95,5-10,7,Mülk Sahibi Oturuyor,,2,,,İstanbul,Kartal,Petroliş Mahallesi
26545,5500000,4,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,125,16-20,5,Boş,,2,,,İstanbul,Kartal,Petroliş Mahallesi
26546,3100000,2,20,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,72,5-10,30,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Yalı Mahallesi
26547,4750000,3,8,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,108,5-10,30,Boş,,1,,,İstanbul,Kartal,Cumhuriyet Mahallesi
26548,2900000,4,12,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Evet,145,21 Ve Üzeri,15,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Gümüşpınar Mahallesi
26549,2750000,4,5,Kombi Doğalgaz,Krediye Uygun Değil,,Arsa Tapulu,Boş,Hayır,150,21 Ve Üzeri,6,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Gümüşpınar Mahallesi
26550,4095000,5,8,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,200,21 Ve Üzeri,8,Kiracı Oturuyor,,2,,,İstanbul,Kartal,Soğanlık Yeni Mahallesi
26551,7500000,4,5,Merkezi Doğalgaz,Krediye Uygun,,,Boş,Hayır,125,11-15,15,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Atalar Mahallesi
26552,4200000,4,6,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,130,21 Ve Üzeri,7,Boş,,1,1.0,,İstanbul,Kartal,Petroliş Mahallesi
26554,4500000,4,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,180,0 (Yeni),4,Boş,,2,,,İstanbul,Kartal,Hürriyet Mahallesi
26556,2460000,3,1,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,80,4,8,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Soğanlık Yeni Mahallesi
26557,2785000,3,5,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,,Hayır,85,4,8,Kiracı Oturuyor,,1,,1.0,İstanbul,Kartal,Soğanlık Yeni Mahallesi
26558,5520000,4,11,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,140,4,15,Boş,,2,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26559,3995000,3,11,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Evet,120,4,15,Boş,,2,,,İstanbul,Kartal,Yakacık Yeni Mahallesi
26560,4300000,4,3,Yerden Isıtma,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,120,0 (Yeni),6,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Yukarı Mahallesi
26561,2450000,4,6,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,120,21 Ve Üzeri,9,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Uğur Mumcu Mahallesi
26562,3000000,3,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,95,4,7,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Yakacık Yeni Mahallesi
26563,3450000,2,13,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,55,0 (Yeni),18,Boş,,1,,,İstanbul,Kartal,Gümüşpınar Mahallesi
26564,3450000,3,2,Merkezi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Evet,90,5-10,12,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26565,3100000,3,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,90,0 (Yeni),6,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26566,5500000,4,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,125,16-20,5,Boş,Yatırıma Uygun,2,,2.0,İstanbul,Kartal,Petroliş Mahallesi
26567,4750000,3,18,Yerden Isıtma,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Evet,108,3,21,Mülk Sahibi Oturuyor,,1,1.0,,İstanbul,Kartal,Karlıktepe Mahallesi
26568,6550000,3,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,,Boş,Hayır,120,4,30,Kiracı Oturuyor,Yatırıma Uygun,1,,,İstanbul,Kartal,Atalar Mahallesi
26569,3500000,4,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,140,5-10,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Hürriyet Mahallesi
26570,3750000,4,2,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,110,0 (Yeni),5,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Yunus Mahallesi
26571,3000000,4,2,Kombi Doğalgaz,,İkinci El,,,Evet,150,21 Ve Üzeri,7,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Uğur Mumcu Mahallesi
26572,1900000,3,3,Kombi Doğalgaz,Krediye Uygun Değil,,,,Hayır,100,16-20,5,Boş,,2,,,İstanbul,Kartal,Yalı Mahallesi
26574,3300000,3,2,Kombi Doğalgaz,Krediye Uygun,,,,Evet,90,2,4,Boş,,1,,,İstanbul,Kartal,Cevizli Mahallesi
26575,2325000,3,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,100,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Soğanlık Yeni Mahallesi
26576,3050000,3,6,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,4,8,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Esentepe Mahallesi
26577,4650000,4,2,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,85,0 (Yeni),5,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Kartal,Yunus Mahallesi
26578,1580000,3,1,Kombi Doğalgaz,Krediye Uygun Değil,,,,Hayır,60,21 Ve Üzeri,3,Boş,,1,,,İstanbul,Kartal,Yalı Mahallesi
26579,3600000,3,7,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,104,0 (Yeni),8,Boş,,1,,,İstanbul,Kartal,Cevizli Mahallesi
26580,3540000,3,4,Kombi Doğalgaz,Krediye Uygun,,Kat İrtifakı,,Hayır,90,0 (Yeni),6,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Kartal,Gümüşpınar Mahallesi
26581,3190000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,80,3,4,Boş,,1,,,İstanbul,Kartal,Atalar Mahallesi
26582,1640000,4,4,Kombi Doğalgaz,Krediye Uygun Değil,,Arsa Tapulu,Boş,Hayır,120,21 Ve Üzeri,6,Kiracı Oturuyor,,1,,,İstanbul,Kartal,Hürriyet Mahallesi
26583,2300000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,73,4,5,Mülk Sahibi Oturuyor,,1,,,İstanbul,Kartal,Esentepe Mahallesi
